#Seq	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
4544	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.15
4546	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.12
4547	0	0.00	0	0.30	0.30	0.3	2	2	0.20	0.10	0.00	0.00	0.00	0.00	0.16	0.16	0.16	0.15	0.15	0.15	0.1	0.15	0.30	2	0.10	0.20	0.16	0.16	0.15	0.15	0.76
4548	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.90
4550	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.92
4552	0	1.50	2	1.50	1.50	1.5	2	2	0.80	-0.80	0.75	0.75	0.75	-0.75	0.75	0.75	0.75	-0.75	0.75	-0.75	-0.7	0.75	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.03
4553	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.18
4554	0	0.90	3	1.10	1.10	1.2	4	4	0.40	-0.40	0.31	0.31	0.30	-0.30	0.29	0.29	0.29	-0.17	0.28	-0.17	-0.2	0.28	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.61
4556	0	0.00	0	0.40	0.40	0.5	1	2	0.40	0.00	0.00	0.00	0.00	0.00	0.40	0.28	0.28	0.40	0.40	0.20	0.2	0.20	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	1.07
4558	0	0.50	2	0.50	0.50	0.5	2	2	0.40	-0.40	0.29	0.29	0.25	-0.25	0.29	0.29	0.29	-0.25	0.25	-0.25	-0.2	0.25	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.78
4559	0	1.20	3	1.20	1.20	1.3	3	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.65
4560	0	1.00	2	2.40	2.40	2.8	7	9	0.90	-0.70	0.54	0.54	0.50	-0.50	0.46	0.40	0.40	0.06	0.34	0.04	0	0.27	1.40	5	0.00	0.90	0.42	0.42	0.28	0.28	0.55
4561	0	0.00	0	0.50	0.50	0.7	4	4	0.20	0.10	0.00	0.00	0.00	0.00	0.13	0.13	0.13	0.12	0.12	0.12	0.1	0.12	0.50	4	0.10	0.20	0.13	0.13	0.12	0.12	0.39
4562	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.64
4564	0	0.30	1	0.50	0.50	0.6	3	3	0.30	-0.30	0.30	0.30	0.30	-0.30	0.19	0.19	0.19	-0.03	0.17	-0.03	0	0.17	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.46
4565	0	0.00	0	0.40	0.40	0.5	2	3	0.20	0.00	0.00	0.00	0.00	0.00	0.20	0.16	0.16	0.20	0.20	0.13	0.1	0.13	0.40	2	0.00	0.20	0.20	0.20	0.20	0.20	0.52
4566	0	1.20	2	1.20	1.20	1.2	2	3	0.70	-0.70	0.61	0.61	0.60	-0.60	0.61	0.50	0.50	-0.60	0.60	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.79
4567	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.20
4568	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.30
4569	0	0.90	3	0.90	0.90	1	3	3	0.50	-0.50	0.34	0.34	0.30	-0.30	0.34	0.34	0.34	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.74
4570	0	0.00	0	0.90	0.90	1.1	3	3	0.40	0.20	0.00	0.00	0.00	0.00	0.31	0.31	0.31	0.30	0.30	0.30	0.3	0.30	0.90	3	0.20	0.40	0.31	0.31	0.30	0.30	0.59
4571	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.79
4572	0	0.00	0	1.20	1.20	1.2	3	3	0.50	0.30	0.00	0.00	0.00	0.00	0.41	0.41	0.41	0.40	0.40	0.40	0.4	0.40	1.20	3	0.30	0.50	0.41	0.41	0.40	0.40	0.66
4573	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.01
4575	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.89
4577	0	1.30	4	1.70	1.70	2	5	5	0.40	-0.40	0.33	0.33	0.33	-0.33	0.34	0.34	0.34	-0.18	0.34	-0.18	-0.2	0.34	0.40	1	0.30	0.40	0.40	0.40	0.40	0.40	0.55
4578	0	0.00	0	1.00	1.00	1.2	3	3	0.50	0.10	0.00	0.00	0.00	0.00	0.37	0.37	0.37	0.33	0.33	0.33	0.4	0.33	1.00	3	0.10	0.50	0.37	0.37	0.33	0.33	0.57
4579	0	0.80	2	0.80	0.80	0.9	2	2	0.60	-0.60	0.45	0.45	0.40	-0.40	0.45	0.45	0.45	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.70
4580	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.93
4581	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.13
4582	0	1.00	3	1.00	1.00	1.2	3	4	0.60	-0.60	0.38	0.38	0.33	-0.33	0.38	0.33	0.33	-0.33	0.33	-0.25	-0.2	0.25	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.72
4583	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.94
4584	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.09
4585	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4586	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.50
4587	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.73
4588	0	0.00	0	0.10	0.10	0.1	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.86
4589	0	1.20	4	1.60	1.60	1.9	5	5	0.40	-0.30	0.30	0.30	0.30	-0.30	0.32	0.32	0.32	-0.16	0.32	-0.16	-0.1	0.32	0.40	1	0.30	0.40	0.40	0.40	0.40	0.40	0.53
4590	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.75
4591	0	0.60	1	1.00	1.00	1.1	3	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.39	0.39	0.39	-0.07	0.33	-0.07	0	0.33	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.64
4592	0	1.30	4	1.70	1.70	2	5	5	0.40	-0.40	0.33	0.33	0.33	-0.33	0.34	0.34	0.34	-0.18	0.34	-0.18	-0.2	0.34	0.40	1	0.30	0.40	0.40	0.40	0.40	0.40	0.50
4593	0	0.70	1	1.40	1.40	1.4	2	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	0.00	0.70	0.00	0	0.70	0.70	1	0.70	0.70	0.70	0.70	0.70	0.70	0.86
4594	0	0.30	1	0.30	0.30	0.4	1	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.21	0.21	-0.30	0.30	-0.15	-0.2	0.15	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.97
4595	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.21
4596	0	0.20	2	0.30	0.30	0.4	3	3	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.03	0.10	-0.03	0	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.64
4597	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.81
4598	0	0.70	2	0.70	0.70	0.7	2	2	0.50	-0.50	0.38	0.38	0.35	-0.35	0.38	0.38	0.38	-0.35	0.35	-0.35	-0.3	0.35	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.74
4599	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.87
4600	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.95
4601	0	0.60	1	0.90	0.90	1	3	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.37	0.37	0.37	-0.10	0.30	-0.10	0	0.30	0.30	2	0.10	0.20	0.16	0.16	0.15	0.15	0.67
4602	0	0.90	2	1.10	1.10	1.2	3	3	0.70	-0.70	0.51	0.51	0.45	-0.45	0.44	0.44	0.44	-0.23	0.37	-0.23	-0.2	0.37	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.64
4603	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4604	0	0.10	1	0.50	0.50	0.6	3	3	0.20	-0.10	0.10	0.10	0.10	-0.10	0.17	0.17	0.17	0.10	0.17	0.10	0	0.17	0.40	2	0.10	0.20	0.20	0.20	0.20	0.20	0.17
4605	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.51
4606	0	0.30	1	0.80	0.80	0.9	2	2	0.50	-0.30	0.30	0.30	0.30	-0.30	0.41	0.41	0.41	0.10	0.40	0.10	0.1	0.40	0.50	1	0.30	0.50	0.50	0.50	0.50	0.50	0.65
4607	0	0.30	1	0.70	0.70	0.9	4	5	0.30	-0.30	0.30	0.30	0.30	-0.30	0.19	0.17	0.17	0.03	0.17	0.02	0	0.14	0.40	3	0.00	0.20	0.14	0.14	0.13	0.13	0.45
4608	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.73
4609	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.99
4610	0	0.40	1	0.50	0.50	0.6	2	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.24	0.24	-0.15	0.25	-0.10	-0.1	0.17	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.76
4611	0	0.50	1	0.70	0.70	0.8	2	3	0.50	-0.50	0.50	0.50	0.50	-0.50	0.38	0.31	0.31	-0.15	0.35	-0.10	-0.1	0.23	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.73
4612	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.87
4613	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.06
4614	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.14
4615	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0.1	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	1.07
4616	0	0.00	0	0.40	0.40	0.4	2	2	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.40	2	0.20	0.20	0.20	0.20	0.20	0.20	0.76
4617	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.00
4618	0	1.00	2	1.00	1.00	1.1	2	2	0.80	-0.80	0.58	0.58	0.50	-0.50	0.58	0.58	0.58	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.92
4619	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.98
4620	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.99
4621	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4622	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	0.60
4623	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.80
4624	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.90
4625	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.03
4628	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.05
4629	0	0.30	1	1.10	1.10	1.2	3	4	0.70	-0.30	0.30	0.30	0.30	-0.30	0.44	0.38	0.38	0.17	0.37	0.12	0.1	0.27	0.80	2	0.00	0.70	0.50	0.50	0.40	0.40	0.74
4631	0	0.80	1	1.30	1.30	1.3	3	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.52	0.52	0.52	-0.10	0.43	-0.10	0	0.43	0.50	2	0.10	0.40	0.29	0.29	0.25	0.25	0.75
4632	0	0.60	1	0.80	0.80	0.8	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.45	0.45	0.45	-0.20	0.40	-0.20	-0.2	0.40	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.76
4633	0	0.60	2	0.80	0.80	0.9	3	3	0.40	-0.40	0.32	0.32	0.30	-0.30	0.28	0.28	0.28	-0.13	0.27	-0.13	-0.1	0.27	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.58
4634	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.79
4635	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.97
4636	0	1.10	2	2.40	2.40	2.7	4	5	0.90	-0.90	0.65	0.65	0.55	-0.55	0.65	0.58	0.58	0.05	0.60	0.04	0	0.48	1.30	2	0.00	0.70	0.65	0.65	0.65	0.65	0.82
4637	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4638	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.20
4639	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	0.75
4640	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.87
4641	0	1.00	2	1.60	1.60	1.6	4	4	0.70	-0.70	0.54	0.54	0.50	-0.50	0.44	0.44	0.44	-0.10	0.40	-0.10	-0.1	0.40	0.60	2	0.20	0.40	0.32	0.32	0.30	0.30	0.64
4643	0	0.10	1	0.60	0.60	0.7	3	3	0.30	-0.10	0.10	0.10	0.10	-0.10	0.22	0.22	0.22	0.13	0.20	0.13	0.1	0.20	0.50	2	0.10	0.30	0.25	0.25	0.25	0.25	0.60
4645	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.50
4646	0	0.40	1	0.60	0.60	0.8	3	4	0.40	-0.40	0.40	0.40	0.40	-0.40	0.24	0.21	0.21	-0.07	0.20	-0.05	0	0.15	0.20	2	0.00	0.10	0.10	0.10	0.10	0.10	0.48
4647	0	0.00	0	0.80	0.80	0.8	3	3	0.40	0.10	0.00	0.00	0.00	0.00	0.29	0.29	0.29	0.27	0.27	0.27	0.2	0.27	0.80	3	0.10	0.40	0.29	0.29	0.27	0.27	0.50
4648	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.07
4649	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4650	0	0.60	1	1.00	1.00	1.1	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.51	0.51	0.51	-0.10	0.50	-0.10	-0.1	0.50	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.51
4651	0	0.00	0	0.40	0.40	0.5	2	2	0.30	0.10	0.00	0.00	0.00	0.00	0.22	0.22	0.22	0.20	0.20	0.20	0.2	0.20	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.55
4652	0	0.90	1	0.90	0.90	0.9	1	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.64	0.64	-0.90	0.90	-0.45	-0.4	0.45	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.17
4653	0	1.00	2	1.50	1.50	1.7	4	5	0.80	-0.80	0.58	0.58	0.50	-0.50	0.46	0.41	0.41	-0.13	0.38	-0.10	0	0.30	0.50	2	0.00	0.40	0.29	0.29	0.25	0.25	0.71
4655	0	0.90	1	1.30	1.30	1.4	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.70	0.70	0.70	-0.25	0.65	-0.25	-0.2	0.65	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.91
4656	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.97
4657	0	0.60	1	0.60	0.60	0.6	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.15
4659	0	0.60	2	0.60	0.60	0.7	2	2	0.50	-0.50	0.36	0.36	0.30	-0.30	0.36	0.36	0.36	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.82
4660	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.99
4661	0	0.40	1	0.80	0.80	0.8	2	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	0.00	0.40	0.00	0	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.81
4662	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4663	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.60
4664	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.80
4665	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.14
4666	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.08
4667	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.31
4668	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.34
4669	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.23
4670	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.13
4671	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.07
4672	0	1.70	3	3.10	3.10	3.4	7	9	0.90	-0.90	0.62	0.62	0.57	-0.57	0.50	0.44	0.44	-0.04	0.44	-0.03	0	0.34	1.40	4	0.00	0.60	0.38	0.38	0.35	0.35	0.63
